,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0.431,0.551,0.827,0.827,0.775,0.81,0.775,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.431,0.551,0.827,0.827,0.775,0.81,0.775,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,-0.3,-0.3,-0.3,-0.3,-0.3,-0.05196,-0.1,,,,,,,,,,,,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.167,0.211,0.296,0.354,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.167,0.211,0.296,0.354,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.167,0.211,0.296,0.354,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Falkland Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,-0.4,0.8,2,3.1,4.2,4.2,4.8,5.4,5.4,5.2,5.7,6.6,7.4,,,,,,,,,,,,9.155,9.171,10.111,9.789,8.362,8.2552,14.7762,12.9023,14.0008,15.199,16.245,16.5121,9.3942,16.0481,16.2243,16.4589,16.0127,16.73502355,16.61781569,16.82755686,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.05,0.22,0.4,0,0,0,6.792,4.696,6.021,7.485,8.33,9.991,2.065,8.302,8.302,8.302,8.302,8.302,8.302,8.302,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.22,0.4,0,0,0,6.792,4.696,6.021,7.485,8.33,9.991,2.065,8.302,8.302,8.302,8.302,8.302,8.302,8.302,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,7.532,8.9,9.2,8.9,8.4,9.1,9,8.279691257,7.80039726,9.012838356,9.284446575,9.105,8.951,9.711,9.789,8.362,8.2552,7.9842,8.2063,7.9798,7.714,7.915,6.5211,7.3292,7.7461,7.9223,8.1569,7.7107,8.433023548,8.315815685,8.525556855,
Former Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,2.1,2.1,2.1,2.1,-4.5,-4.3,-2.7,-2.2,-0.8,-0.2,0.8,2.1,2.2,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,2.1,2.1,2.1,2.1,2.1,2.1,3.1,3.1,3.1,3.1,2.4,2.8,2.3,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,23,25,21.56,21.32,20.544,19.58,18.26,17,20,18,16,15,16.612,15.58564384,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,23,25,21.56,21.32,20.544,19.58,18.26,17,20,18,16,15,15.2,14.16164384,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,23,23,21.56,21.32,20.544,19.58,18.26,17,20,18,16,15,13.2,12.16164384,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,4,2,,,,,,,,,,,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,-0.3,0.9,0.9,0.8,0.9,1.4,0.9,0.742948964,1.159295248,1.162768234,1.051886714,1.412,1.424,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former U.S.S.R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),8323.972603,8912.035616,9523.032877,10060,10602.93425,11105.11781,11384.21918,11705.93443,11850.06301,11911.92877,11971.75342,11860.74863,11584.74521,11894.82466,12050.16252,12053.43165,11715.09111,10975.04297,9992.004236,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"            Crude oil, NGPL, and other liquids (Mb/d)",8323.972603,8912.035616,9523.032877,10060,10602.93425,11105.11781,11384.21918,11705.93443,11850.06301,11911.92877,11971.75342,11860.74863,11584.74521,11894.82466,12050.16252,12053.43165,11715.09111,10975.04297,9992.004236,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Crude oil including lease condensate (Mb/d),8323.972603,8912.035616,9523.032877,10060,10602.93425,11105.11781,11384.21918,11705.93443,11850.06301,11911.92877,11971.75342,11860.74863,11584.74521,11894.82466,12050.24384,12053.42896,11715.00274,10974.94247,9991.99726,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,88,88,89,87,84,90,87,90,87,77,72,68,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,88,88,89,87,84,90,88,90,86,78,74,68,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,82,84,84,79,75.2431694,68.73972603,63.76986301,56.13972603,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,83,92,86,89,93,106,107,111,119,116,112,113,114,67.67671233,68.2165589,61.41372055,56.10120492,48.06578356,42.50703562,42.11794247,43.58504098,39.9727863,37.93161096,38.94263014,88.55348634,84.82229863,80.99742192,73.44918356,75.0559,69.55148493,126.4947315,121.271837,117.8228661,119.0561397,120.9454863,122.8958329,106.204289,110.2771851,116.3632238,99.63383575,105.5583306,107.9123999,106.4817654,106.9271975,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,52,61,55,55,55,67,74,77,79,77,72,69,70,67.67671233,68.2165589,61.41372055,56.10120492,48.06578356,42.50703562,42.11794247,43.58504098,39.9727863,37.93161096,38.94263014,38.60948634,35.97529863,30.73542192,23.14818356,25.5,26.15068493,87.89593151,84.41513699,86.69636612,90.32173973,92.6699863,94.84723288,80.97238895,81.44808506,89.20432382,74.12713575,81.4468306,81.54226575,80.47805753,80.27716986,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,41,53.09863014,59.25205479,65.0109589,67.15846995,64.99452055,60.89863014,59.34794521,57.32786885,55.33424658,55.61373425,50.20828219,42.22952186,35.88773425,34.34536438,30.91234795,28.36068579,27.77530411,26.36433151,24.56174521,22.9126776,21.64924384,21.40257808,19.55893973,19.5,18.15068493,18.08493151,17.83013699,16.25136612,16.00273973,15.3369863,16.67123288,16.41803279,15.19996986,15.56172329,14.55786575,12.9378306,13.03326575,11.96905753,11.76816986,
                NGPL (Mb/d),,,,,,,,,,,,18,16,14.0739726,11.73972603,9.912568306,10.24931507,10.4739726,9.745205479,9.418032787,12.34246575,12.60282466,11.20543836,11.1203388,9.643832877,5.424627397,7.013841096,7.295125683,6.821857534,6.520550685,4.7672,4.836076503,3.26030137,1.205380822,1.095835616,1,1,1,1,1,1,1,0.4,0.4,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,2.751344262,2.534216438,2.737043836,4.191753425,7.929229508,5.375624658,5.046728767,9.613684932,10.86073224,11.06575342,8.127463014,2.493408219,5,7,68.811,65.585,69.445,73.319,76.333,77.776,64.15435616,66.24811519,73.64260053,59.56927,68.509,68.509,68.509,68.509,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,44.383,47,49,50,52,49,51,49.20631148,49.95494658,47.22751096,50.85423425,49.944,48.847,50.262,50.301,49.5559,43.4008,38.5988,36.8567,31.1265,28.7344,28.2755,28.0486,25.2319,28.8291,27.1589,25.5067,24.1115,26.37013411,26.00370782,26.65002768,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),150,202,223,223,222,209,203,175,151,156,157,157,172,166,155,159,208,269.9150685,293.9753425,297.6502732,295.9506849,344.4931507,368.6027397,371,375.9726027,356.4726027,318.2054795,275.5955027,261.9416603,256.2712795,273.5582274,272.949541,269.712,241.663,245.676,247.764612,241.9547671,245.3677123,240.8784247,229.69,219.648,219.669,213.0247671,210.5246721,198.5423151,195.5246164,201.4658219,173.3358798,174.7152686,195.4868329,203.9450207,
"            Crude oil, NGPL, and other liquids (Mb/d)",150,202,223,223,222,209,203,175,151,156,157,157,172,166,155,159,208,269.9150685,293.9753425,297.6502732,295.9506849,344.4931507,368.6027397,371,375.9726027,356.4726027,318.2054795,275.5955027,261.9416603,256.2712795,273.5582274,273.230541,270,242,246,248.136612,242.1287671,245.8767123,241.3534247,230,220,220,213.3287671,210.8196721,198.8493151,195.8356164,201.7808219,173.6338798,175.0410959,195.8082192,204.2739726,
                Crude oil including lease condensate (Mb/d),150,202,223,223,222,209,203,175,151,156,157,157,172,166,155,159,208,269.9150685,293.9753425,291.7759563,295.9506849,344.4931507,368.6027397,371,375.9726027,356.4726027,318.2054795,275.5955027,261.9416603,256.2712795,273.5582274,273.230541,270,242,246,248.136612,242.1287671,245.8767123,241.3534247,230,220,220,213.3287671,210.8196721,198.8493151,195.8356164,201.7808219,173.6338798,175.0410959,195.8082192,204.2739726,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.3,-0.1,-0.1,-0.2,-0.208243674,-0.1976505,-0.151834002,-0.25683423,-0.281,-0.288,-0.337,-0.324,-0.372,-0.174,-0.509,-0.475,-0.31,-0.352,-0.331,-0.304,-0.295,-0.307,-0.311,-0.315,-0.298,-0.325827272,-0.321386265,-0.32895192,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,2.9,1,2,1.396,2.553,2.8,2.38,1.2,2.188,1.976,1.478,2.794,1.926,1.311,1.251386301,1.120835616,0.9799,0.99394,1,1,1.005667,1,1,0.794802055,0.39549,0.412373973,0.372404384,0.337360822,0.31283071,0.291052699,0.270956116,0.252092784,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,2.9,1,2,1.396,2.553,2.8,2.38,1.2,2.188,1.976,1.478,2.794,1.947,1.334,1.256386301,1.136835616,1,1,1,1,1,1,1,0.799452055,0.4,0.417073973,0.377164384,0.342180822,0.31739071,0.296038356,0.275873973,0.257126027,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,3,1,2,1.396,2.553,2.8,2.38,1.2,2.188,1.976,1.478,2.794,1.947,1.334,1.256386301,1.136835616,1,1,1,1,1,1,1,0.799452055,0.4,0.417073973,0.377164384,0.342180822,0.31739071,0.296038356,0.275873973,0.257126027,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,-0.002,,,,,,,-0.009973016,0.10782512,-0.017519598,-0.019297738,-0.021,-0.023,-0.005,-0.016,-0.0201,-0.00606,0,0,0.005667,0,0,-0.00465,-0.00451,-0.0047,-0.00476,-0.00482,-0.00456,-0.004985657,-0.004917857,-0.005033243,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,148,132,80.12328767,76.36442192,76.27665753,72.76243716,73.47965753,75.63845479,75.4411589,85.82327049,85.53984384,91.23853425,94.61652329,167.8761749,145.7412548,157.0709315,143.9851397,152.0152672,148.3562068,205.3683,210.3131,203.2896,198.5905836,193.9047712,186.4336137,172.4824372,165.9146009,169.2988294,162.1298595,185.5801208,188.7047878,185.2228617,185.2435463,
